time,actuator_1_input,actuator_2_input,actuator_3_input,cs19_pos_x,cs19_pos_y,cs19_pos_z,tip_pos_x,tip_pos_y,tip_pos_z
1766772894.4661639,0.0,0.0,0.0,3.306541662430359e-06,0.0,-0.19036912150652113,6.082633688632976e-06,0.0,-0.3907576704717413
1766772894.5365143,0.2858993411064148,0.31525692343711853,0.15557543828173445,3.306541662430359e-06,0.0,-0.19036912150652113,6.082633688632976e-06,0.0,-0.3907576704717413
1766772894.569315,0.23460987210273743,0.2705317586660385,0.16792685624522777,3.306541662430359e-06,0.0,-0.19036912150652113,6.082633688632976e-06,0.0,-0.3907576704717413
1766772894.619121,0.1930675506591797,0.36758628487586975,0.3337076733870353,3.306541662430359e-06,0.0,-0.19036912150652113,6.082633688632976e-06,0.0,-0.3907576704717413
1766772894.703309,0.16493627429008484,0.4859588071703911,0.5434266074398174,3.306541662430359e-06,0.0,-0.19036912150652113,6.082633688632976e-06,0.0,-0.3907576704717413
1766772894.7498379,0.15834420919418335,0.6417365446686745,0.7645679428405362,3.306541662430359e-06,0.0,-0.19036912150652113,6.082633688632976e-06,0.0,-0.3907576704717413
1766772894.8136506,0.15998625755310059,0.8008922562003136,0.9754847347279759,3.306541662430359e-06,0.0,-0.19036912150652113,6.082633688632976e-06,0.0,-0.3907576704717413
1766772894.8605952,0.16025608777999878,1.002886064350605,1.2114707692687339,3.306541662430359e-06,0.0,-0.19036912150652113,6.082633688632976e-06,0.0,-0.3907576704717413
1766772894.8943903,0.16295036673545837,1.2031249701976776,1.4967145191799722,3.306541662430359e-06,0.0,-0.19036912150652113,6.082633688632976e-06,0.0,-0.3907576704717413
1766772895.0452135,0.17356789112091064,1.3708582520484924,1.7742653360608893,3.306541662430359e-06,0.0,-0.19036912150652113,6.082633688632976e-06,0.0,-0.3907576704717413
1766772895.0844417,0.18258199095726013,1.5328844636678696,2.01476752783059,3.306541662430359e-06,0.0,-0.19036912150652113,6.082633688632976e-06,0.0,-0.3907576704717413
